Customer_ID,Customer_Name,Gender,Age,Area,Customer_Segment,Loyalty_Tier,Join_Date
C10347,Omisha Nagar,Female,46.0,Malviya Nagar,Regular,Silver,2025-08-23
C04478,Samar Choudhary,Male,45.0,Civil Lines,Regular,Gold,2019-02-01
C00826,Vyanjana Bali,Female,48.0,Vaishali Nagar,Regular,Gold,2019-03-13
C06555,Oni Mittal,Female,21.0,Sikar Road,Regular,Gold,2019-04-12
C11235,Daniel Oak,Male,46.0,Sodala,Premium,Silver,2022-08-04
C12323,Ekbal Sastry,Male,30.0,Jagatpura,Regular,Platinum,2024-11-24
C05794,Yatin Issac,Male,42.0,Durgapura,Wholesale,Gold,2024-11-24
C01344,Bhavya Dass,Female,33.0,Ajmer Road,Regular,Gold,2021-02-02
C03274,Hemal Tata,Female,48.0,Bani Park,Regular,Platinum,2019-08-03
C01908,Isaiah Srinivasan,Male,18.0,Durgapura,Regular,Platinum,2019-08-08
C02820,Arjun Bhagat,Male,37.0,Tonk Road,Regular,Silver,2018-07-24
C01194,Pahal Dhar,Female,52.0,Malviya Nagar,Wholesale,Platinum,2024-01-14
C13190,Anjali Nagy,Female,44.0,C-Scheme,Regular,Silver,2025-07-04
C08924,Raagini Natarajan,Female,39.0,Ajmer Road,Regular,Silver,2021-02-14
C00318,Triveni Raghavan,Female,30.0,Malviya Nagar,Regular,Silver,2020-03-25
C13716,Fariq Bhatnagar,Male,58.0,Bani Park,Premium,Gold,2021-08-23
C10233,Bimala Nayak,Female,48.0,Pratap Nagar,Regular,Silver,2019-06-09
C09195,Victor Batra,Male,27.0,Civil Lines,Regular,Gold,2019-07-21
C05280,Chandran Sathe,Male,18.0,Durgapura,Premium,Gold,2021-04-29
C01640,Peter Shetty,Male,20.0,Sikar Road,Regular,Gold,2018-02-02
C06027,Bhavya Choudhary,Female,35.0,Tonk Road,Regular,Gold,2024-08-04
C04768,Madhav Morar,Male,29.0,Mansarovar,Regular,Gold,2019-02-22
C01527,Bakhshi Guha,Male,58.0,Vidyadhar Nagar,Regular,Gold,2019-12-15
C05406,Umang Issac,Male,49.0,Shyam Nagar,Regular,Silver,2021-09-25
C01026,Alexander Halder,Male,75.0,Malviya Nagar,Regular,Gold,2018-02-12
C09917,Praneel Aggarwal,Male,36.0,Bapu Nagar,Wholesale,Platinum,2018-08-14
C00302,Ojasvi Nadig,Female,23.0,Raja Park,Premium,Gold,2024-05-24
C06436,Urmi Pandit,Female,67.0,Tonk Road,Regular,Gold,2022-05-06
C12367,Ganga Gala,Female,44.0,Malviya Nagar,Regular,Silver,2022-04-27
C12880,Yashawini Dube,Female,20.0,Bani Park,Regular,Platinum,2021-06-11
C07520,Nikita Date,Female,38.0,Sikar Road,Regular,Silver,2023-10-06
C11821,Keya Chatterjee,Female,42.0,Raja Park,Regular,Gold,2023-06-25
C07373,Logan Pall,Male,42.0,Bani Park,Regular,Silver,2022-03-26
C06295,Vinaya Sanghvi,Female,45.0,Civil Lines,Regular,Silver,2025-04-06
C11639,Vedant Magar,Male,25.0,Sikar Road,Wholesale,Gold,2025-05-27
C02699,Maanav Parekh,Male,18.0,Sodala,Regular,Gold,2020-11-09
C14386,Anjali Tiwari,Female,62.0,Ajmer Road,Premium,Platinum,2024-02-27
C08121,Maya Wali,Female,51.0,Durgapura,Regular,Silver,2025-05-28
C11023,Nicholas Bhattacharyya,Male,38.0,Raja Park,Regular,Gold,2023-11-17
C07650,Balhaar Sarraf,Male,35.0,Vaishali Nagar,Premium,Gold,2019-04-16
C02841,Charvi Dhaliwal,Female,35.0,Civil Lines,Regular,Silver,2021-03-18
C08533,Bahadurjit Goel,Male,36.0,C-Scheme,Regular,Silver,2024-02-20
C13726,Isaiah Kapur,Male,51.0,Tonk Road,Wholesale,Platinum,2022-10-31
C02858,Diya Badal,Female,25.0,Bapu Nagar,Regular,Silver,2018-09-08
C08811,Amara Maharaj,Female,46.0,Jagatpura,Premium,Gold,2019-06-27
C12819,Pratyush Sule,Male,32.0,Shyam Nagar,Regular,Silver,2020-04-04
C03318,Kamya Parikh,Female,25.0,Raja Park,Regular,Gold,2020-03-06
C11740,Wahab Badal,Male,43.0,Bapu Nagar,Regular,Silver,2021-12-25
C01306,Siya Parmar,Female,28.0,C-Scheme,Regular,Platinum,2021-09-10
C07329,Bhavani Badami,Female,36.0,C-Scheme,Regular,Silver,2021-04-10
C12521,Guneet Rao,Male,20.0,Sikar Road,Regular,Silver,2020-05-23
C07983,Gaurav Sehgal,Male,18.0,Durgapura,Premium,Platinum,2020-05-01
C14217,Wriddhish Kapoor,Male,50.0,Malviya Nagar,Regular,Silver,2024-09-05
C05935,Devansh Koshy,Male,42.0,Shyam Nagar,Regular,Gold,2019-12-31
C07745,Wahab Kulkarni,Male,20.0,Jhotwara,Premium,Silver,2018-09-19
C02561,Triveni Khosla,Female,38.0,Sodala,Regular,Gold,2018-11-07
C10045,Triveni Dada,Female,47.0,Shyam Nagar,Wholesale,Silver,2023-06-01
C14409,Janya Shankar,Female,39.0,Pratap Nagar,Regular,Platinum,2020-01-08
C04321,Ishaan Sekhon,Male,18.0,Raja Park,Regular,Gold,2022-02-04
C00911,Warinder Kadakia,Male,65.0,Pratap Nagar,Regular,Silver,2024-09-12
C02694,Nihal Handa,Male,37.0,Civil Lines,Regular,Gold,2022-09-11
C09844,Christopher Mohanty,Male,46.0,Pratap Nagar,Regular,Silver,2022-02-24
C04382,Chakradev Kuruvilla,Male,42.0,Mansarovar,Regular,Platinum,2025-01-18
C11068,Rachit Mishra,Male,18.0,Jagatpura,Regular,Gold,2025-09-05
C06230,Chavvi Bhavsar,Female,48.0,Jagatpura,Premium,Gold,2021-06-19
C05815,Mekhala Ram,Female,53.0,Sikar Road,Regular,Platinum,2018-03-27
C13560,Jeet Saha,Male,33.0,Tonk Road,Premium,Gold,2020-01-12
C07052,Zayan Hans,Male,29.0,Tonk Road,Regular,Platinum,2020-03-28
C11730,Sai Sidhu,Male,46.0,Mansarovar,Regular,Silver,2024-05-05
C06677,Andrew Ramachandran,Male,59.0,Vidyadhar Nagar,Regular,Platinum,2022-08-30
C11354,Baghyawati Sundaram,Female,34.0,Sodala,Premium,Platinum,2019-10-30
C11302,Ishaan Sama,Male,21.0,Shyam Nagar,Regular,Silver,2018-08-28
C09054,Dev Patla,Male,59.0,Bani Park,Regular,Silver,2019-05-16
C13563,Dhriti Karpe,Female,51.0,Pratap Nagar,Regular,Silver,2020-12-16
C08981,Yoshita Pillay,Female,58.0,Jhotwara,Regular,Gold,2022-12-20
C07508,Advaith Jain,Male,30.0,Shyam Nagar,Regular,Silver,2020-07-12
C12829,Nidhi Borra,Female,38.0,Vaishali Nagar,Wholesale,Platinum,2025-05-04
C02308,Frederick Thaker,Male,33.0,Mansarovar,Premium,Silver,2020-08-24
C13997,Vaishnavi Sachar,Female,44.0,Malviya Nagar,Premium,Gold,2024-12-10
C05347,Jeet Mishra,Male,24.0,Sodala,Regular,Gold,2023-01-11
C02610,Sai Shere,Male,38.0,Jhotwara,Regular,Gold,2018-12-13
C12426,Brijesh Ravel,Male,25.0,Pratap Nagar,Premium,Gold,2024-08-28
C08355,Riya Dora,Female,43.0,Sodala,Premium,Gold,2025-04-17
C01009,Yashodhara Patil,Female,33.0,Shyam Nagar,Premium,Gold,2018-03-27
C10395,Gautami Dutt,Female,44.0,Sikar Road,Regular,Silver,2020-09-04
C03009,Veer Sha,Male,23.0,Mansarovar,Regular,Silver,2018-01-19
C06718,Anika Bali,Female,38.0,Vaishali Nagar,Regular,Silver,2025-01-29
C02138,Neel Dey,Male,27.0,Bani Park,Regular,Silver,2018-10-11
C06033,Robert Manne,Male,25.0,Jagatpura,Regular,Silver,2021-12-25
C13324,Darpan Hans,Male,55.0,Bani Park,Regular,Gold,2023-05-28
C10474,Chaitaly Oommen,Female,18.0,Jhotwara,Wholesale,Gold,2019-04-06
C05267,Simon Bains,Male,28.0,Shyam Nagar,Regular,Silver,2020-02-19
C12279,Abhiram Patel,Male,32.0,Tonk Road,Regular,Silver,2025-02-02
C08991,Daksh Ramaswamy,Male,39.0,C-Scheme,Regular,Silver,2020-01-08
C12744,Chanakya Bhandari,Male,38.0,Ajmer Road,Regular,Gold,2023-11-05
C01321,Yashawini Sinha,Female,45.0,Shyam Nagar,Regular,Silver,2022-04-29
C10332,Balendra Pradhan,Male,39.0,Tonk Road,Regular,Gold,2024-02-04
C12730,Zayyan Dugal,Male,49.0,Vidyadhar Nagar,Regular,Silver,2019-08-17
C05481,Vasana Raman,Female,23.0,Durgapura,Regular,Gold,2025-05-13
C06264,Wyatt Jha,Male,28.0,Jhotwara,Regular,Gold,2024-06-13
C12686,Amol Kara,Male,40.0,Jhotwara,Regular,Gold,2022-07-04
C11011,Netra Radhakrishnan,Female,34.0,Malviya Nagar,Regular,Gold,2025-01-07
C04425,Manthan Roy,Male,44.0,Ajmer Road,Regular,Gold,2023-07-01
C11219,Onkar Borra,Male,56.0,Vidyadhar Nagar,Regular,Silver,2024-01-27
C11511,Rachita Mannan,Female,33.0,Ajmer Road,Premium,Silver,2022-03-30
C05260,Yagnesh Khatri,Male,55.0,Ajmer Road,Regular,Silver,2024-06-09
C03864,Alka Purohit,Female,55.0,Vaishali Nagar,Premium,Gold,2025-06-01
C13816,Garima Ramaswamy,Female,43.0,Malviya Nagar,Regular,Gold,2019-05-20
C11877,Jason Rastogi,Male,29.0,Jhotwara,Regular,Silver,2018-04-19
C12611,Isaac Barad,Male,41.0,Bani Park,Regular,Silver,2019-06-09
C13268,Alka Tiwari,Female,21.0,Jagatpura,Premium,Platinum,2025-06-17
C06704,Megha Mitra,Female,23.0,Malviya Nagar,Regular,Silver,2021-05-26
C11042,Chakradhar Nadig,Male,42.0,Ajmer Road,Wholesale,Platinum,2018-12-23
C14829,Aarush Nori,Male,48.0,Tonk Road,Regular,Silver,2025-12-04
C03122,Onveer Jain,Male,39.0,Shyam Nagar,Wholesale,Gold,2022-11-19
C14538,Jatin Nayar,Male,44.0,C-Scheme,Regular,Silver,2021-11-13
C04829,Kritika Chadha,Female,50.0,Tonk Road,Premium,Platinum,2022-06-09
C02749,Jairaj Vora,Male,56.0,Civil Lines,Regular,Gold,2020-11-14
C10745,Ranveer Sankar,Male,22.0,Durgapura,Regular,Silver,2019-07-09
C07912,Amara Suresh,Female,41.0,Tonk Road,Regular,Silver,2019-09-28
C01426,Ranveer Jani,Male,38.0,Jagatpura,Regular,Silver,2023-04-26
C10496,Hamsini Nagarajan,Female,34.0,Shyam Nagar,Regular,Silver,2022-04-21
C08065,Idika Kulkarni,Female,18.0,Ajmer Road,Regular,Gold,2023-04-29
C11412,Jagdish Basu,Male,35.0,Ajmer Road,Regular,Silver,2020-01-03
C02612,Nidhi Gulati,Female,36.0,Sodala,Regular,Gold,2020-12-02
C05278,Divya Saini,Female,57.0,Malviya Nagar,Regular,Silver,2024-12-11
C14807,Amol Srivastava,Male,32.0,Raja Park,Regular,Gold,2024-11-22
C07250,Anvi Sanghvi,Female,64.0,Shyam Nagar,Premium,Platinum,2020-07-18
C14753,Jai Narang,Male,46.0,Bani Park,Regular,Gold,2019-12-21
C10490,Sneha Dugar,Female,51.0,Malviya Nagar,Premium,Gold,2024-03-16
C04394,Shivansh Bumb,Male,46.0,Ajmer Road,Regular,Gold,2018-12-06
C13192,Ryan Sura,Male,43.0,Bapu Nagar,Regular,Silver,2023-11-02
C07496,Jyoti Kapoor,Female,27.0,C-Scheme,Regular,Silver,2018-11-30
C11792,Geetika Gour,Female,34.0,Vaishali Nagar,Regular,Gold,2022-01-20
C12241,Yahvi Kala,Female,35.0,Civil Lines,Regular,Gold,2019-06-15
C08892,Warda Mishra,Female,40.0,Jagatpura,Regular,Gold,2023-09-04
C00752,Michael Chahal,Male,30.0,Jhotwara,Premium,Gold,2018-07-18
C12950,Nihal Gupta,Male,38.0,Malviya Nagar,Regular,Silver,2024-05-05
C01728,Ekaraj Pandey,Male,18.0,Bani Park,Regular,Silver,2018-09-19
C10969,Rohan Chaudhari,Male,45.0,Pratap Nagar,Regular,Silver,2025-06-10
C05286,Nikita Nayar,Female,20.0,Vaishali Nagar,Regular,Silver,2021-11-23
C13150,Anmol Korpal,Male,40.0,Vidyadhar Nagar,Regular,Platinum,2025-05-20
C10743,Dalbir Jaggi,Male,50.0,Tonk Road,Premium,Platinum,2025-06-05
C03012,Aryan Narayan,Male,55.0,Jagatpura,Regular,Gold,2021-03-04
C14808,Aditya Choudhary,Male,38.0,Bapu Nagar,Premium,Gold,2021-12-06
C07169,Brinda Kade,Female,32.0,Ajmer Road,Regular,Platinum,2018-11-28
C14303,Maya Vora,Female,38.0,Jagatpura,Premium,Silver,2023-05-06
C10907,Jai Dada,Male,48.0,Malviya Nagar,Regular,Silver,2024-12-27
C03976,Aarnav Baria,Male,50.0,Civil Lines,Wholesale,Platinum,2022-03-25
C02065,Nimrat Mitter,Female,20.0,Malviya Nagar,Regular,Gold,2019-06-27
C06274,Kritika Mangal,Female,41.0,Civil Lines,Premium,Gold,2018-12-11
C11120,Janya D’Alia,Female,28.0,Sikar Road,Regular,Silver,2024-12-15
C04769,Zilmil Gour,Female,29.0,Sikar Road,Premium,Gold,2018-01-23
C12478,Warinder Bhakta,Male,18.0,Vaishali Nagar,Regular,Gold,2022-01-23
C11832,Rudra Edwin,Male,66.0,Vaishali Nagar,Premium,Silver,2021-03-10
C06265,Om Malhotra,Male,51.0,Shyam Nagar,Regular,Silver,2022-12-11
C04441,Lajita Raj,Female,52.0,Sikar Road,Premium,Gold,2021-07-14
C04609,Agastya Dugar,Male,56.0,Vaishali Nagar,Regular,Gold,2021-10-26
C12313,Yutika Sandal,Female,53.0,Sodala,Regular,Silver,2020-02-13
C04407,Omya Venkatesh,Female,39.0,Mansarovar,Regular,Gold,2020-02-16
C05762,Unni Prashad,Female,36.0,Jhotwara,Regular,Silver,2019-09-02
C02004,Anmol Kohli,Male,18.0,Civil Lines,Regular,Silver,2020-06-03
C05418,Nathan Nigam,Male,38.0,Tonk Road,Regular,Gold,2022-05-26
C09301,Chavvi Puri,Female,55.0,Bapu Nagar,Premium,Gold,2018-08-24
C07300,Balhaar Tank,Male,31.0,Tonk Road,Premium,Gold,2019-02-06
C03368,Arunima Vala,Female,65.0,Pratap Nagar,Regular,Silver,2021-12-24
C11796,Anirudh Sant,Male,38.0,Jhotwara,Regular,Platinum,2018-03-31
C08050,Azaan Merchant,Male,18.0,Sodala,Regular,Gold,2025-10-12
C02531,Jagdish Arya,Male,28.0,Tonk Road,Regular,Silver,2018-09-13
C08937,Kevin Garde,Male,33.0,Vidyadhar Nagar,Regular,Silver,2024-03-05
C06023,Keya Mannan,Female,48.0,Vaishali Nagar,Regular,Silver,2022-07-15
C06454,Vinaya Shanker,Female,47.0,Vaishali Nagar,Regular,Gold,2023-05-09
C01010,Chandresh Rajagopalan,Male,54.0,Pratap Nagar,Regular,Silver,2021-06-20
C03344,Azaan Bail,Male,53.0,Jhotwara,Regular,Silver,2024-01-15
C01668,Adweta Varghese,Female,29.0,Vaishali Nagar,Regular,Silver,2024-11-14
C12099,Faras Subramaniam,Male,47.0,Vidyadhar Nagar,Regular,Silver,2018-03-02
C11427,Theodore Munshi,Male,19.0,Shyam Nagar,Regular,Gold,2021-10-23
C05804,Chakradev De,Male,69.0,Ajmer Road,Regular,Silver,2024-01-13
C02867,Aahana Bhalla,Female,64.0,Malviya Nagar,Regular,Silver,2024-03-21
C11761,Indali Jain,Female,24.0,Durgapura,Regular,Silver,2024-10-28
C11336,Ranbir Golla,Male,23.0,Bani Park,Premium,Gold,2018-08-17
C03396,Nitara Barad,Female,44.0,Raja Park,Premium,Gold,2019-02-28
C02731,Ijaya Vora,Female,35.0,Bani Park,Regular,Silver,2018-01-24
C01994,Ubika Seshadri,Female,30.0,Sikar Road,Premium,Gold,2021-06-13
C02906,Shaurya Walla,Male,36.0,Jagatpura,Regular,Gold,2024-08-15
C09474,Daksh Cheema,Male,29.0,Bani Park,Regular,Gold,2024-03-28
C07877,Kabir Jayaraman,Male,43.0,Malviya Nagar,Regular,Gold,2019-06-23
C14136,Wahab Bobal,Male,33.0,Bapu Nagar,Premium,Gold,2024-07-26
C08311,Krisha Sinha,Female,38.0,Raja Park,Regular,Silver,2025-12-22
C14119,Kashvi Pathak,Female,33.0,Vaishali Nagar,Wholesale,Platinum,2024-01-17
C10251,Leela Khosla,Female,44.0,Shyam Nagar,Premium,Platinum,2022-02-10
C06569,Yashvi Saran,Female,28.0,Jhotwara,Regular,Gold,2020-05-14
C03536,Mohammed Nanda,Male,37.0,Pratap Nagar,Premium,Gold,2023-07-22
C00230,Pavani Kashyap,Female,33.0,Vaishali Nagar,Regular,Silver,2019-08-13
C14172,Rachita Yadav,Female,56.0,Pratap Nagar,Regular,Silver,2025-12-08
C09582,Ijaya Nayak,Female,41.0,Vaishali Nagar,Regular,Silver,2025-09-11
C11729,Jagdish Buch,Male,33.0,Vidyadhar Nagar,Regular,Gold,2018-12-19
C04914,Arunima Baral,Female,18.0,Jhotwara,Regular,Gold,2018-09-22
C09169,Anika Bhalla,Female,40.0,C-Scheme,Regular,Gold,2022-07-27
C12028,Sarthak Shenoy,Male,35.0,Durgapura,Regular,Silver,2019-06-23
C06787,Warda Gera,Female,51.0,Ajmer Road,Premium,Platinum,2025-04-25
C10682,Chaitanya Gole,Male,24.0,Shyam Nagar,Regular,Silver,2023-06-20
C04459,Geetika Mitter,Female,29.0,Vidyadhar Nagar,Premium,Gold,2025-10-19
C08483,Veda Naik,Female,38.0,Mansarovar,Regular,Silver,2021-01-05
C06315,Nathaniel Luthra,Male,38.0,Sodala,Regular,Gold,2020-03-08
C00784,Janani Mann,Female,64.0,Jhotwara,Regular,Platinum,2021-04-20
C04865,Anvi Varma,Female,38.0,Sodala,Premium,Silver,2020-08-13
C06923,Onveer Krishnamurthy,Male,58.0,Jagatpura,Regular,Silver,2022-08-31
C11093,Nidhi Pai,Female,52.0,Vaishali Nagar,Regular,Gold,2024-10-22
C06050,Ganga Kalla,Female,52.0,Ajmer Road,Regular,Silver,2021-08-27
C14120,Hiral Gill,Female,50.0,Bani Park,Regular,Gold,2024-10-27
C13252,Anya Pal,Female,73.0,Tonk Road,Regular,Silver,2023-02-22
C13817,Timothy Goel,Male,43.0,C-Scheme,Regular,Silver,2025-11-02
C11134,Jyoti Balan,Female,34.0,Bani Park,Regular,Gold,2021-06-19
C10041,Aryan Balan,Male,49.0,Malviya Nagar,Wholesale,Silver,2021-10-29
C10009,Prisha Chana,Female,51.0,Mansarovar,Premium,Platinum,2020-06-24
C12889,Darika Mital,Female,30.0,Tonk Road,Wholesale,Gold,2023-10-01
C11535,Netra Mane,Female,39.0,Sodala,Regular,Gold,2023-08-12
C00232,Oni Dave,Female,43.0,Vaishali Nagar,Regular,Silver,2022-09-06
C06543,Sanaya Salvi,Female,55.0,Malviya Nagar,Premium,Silver,2021-06-21
C06173,Dakshesh Kara,Male,55.0,Tonk Road,Wholesale,Gold,2023-05-22
C02630,Bhavika Kapoor,Female,41.0,Jagatpura,Regular,Silver,2023-03-09
C06433,Upasna Sura,Female,35.0,Bani Park,Regular,Silver,2018-11-24
C05252,Fariq Shere,Male,18.0,Jhotwara,Regular,Silver,2021-06-04
C06535,Ishwar Jain,Male,19.0,Raja Park,Regular,Silver,2020-08-04
C08139,Nilima Mohanty,Female,32.0,Sodala,Regular,Gold,2024-01-13
C14561,Tanay Bansal,Male,42.0,C-Scheme,Regular,Gold,2024-09-07
C03174,Idika Lala,Female,37.0,Raja Park,Regular,Silver,2023-12-03
C13067,Zaid Khurana,Male,45.0,Vaishali Nagar,Regular,Platinum,2024-12-07
C05659,Vasatika Cheema,Female,32.0,Bani Park,Premium,Silver,2025-12-05
C07985,Anmol Cherian,Male,50.0,Durgapura,Premium,Gold,2024-07-14
C07845,Tarak Apte,Male,36.0,Tonk Road,Regular,Silver,2018-05-09
C13536,Madhavi Kumer,Female,61.0,Sikar Road,Regular,Silver,2019-07-15
C04635,Ekapad Kannan,Male,30.0,Bani Park,Regular,Gold,2022-12-14
C07784,Ojasvi Ratta,Female,30.0,Pratap Nagar,Regular,Gold,2019-06-09
C10633,Xalak Mammen,Female,54.0,Vidyadhar Nagar,Premium,Gold,2022-08-14
C05937,Gopal Krishna,Male,38.0,Shyam Nagar,Premium,Gold,2022-07-30
C06134,Dalbir Randhawa,Male,43.0,Raja Park,Regular,Silver,2023-09-09
C09865,Aadi Mittal,Male,69.0,Pratap Nagar,Regular,Gold,2024-05-22
C05371,Lakshmi Bhattacharyya,Female,47.0,Sodala,Regular,Gold,2018-07-20
C05209,Jagat Lad,Male,27.0,Bani Park,Regular,Silver,2023-10-30
C14062,Indrajit Deol,Male,24.0,Jagatpura,Regular,Silver,2019-09-14
C06776,Kabir Sidhu,Male,25.0,Malviya Nagar,Regular,Gold,2021-04-22
C00023,Daksha Rajagopal,Female,18.0,Jhotwara,Regular,Gold,2022-06-30
C08303,Frado Keer,Male,27.0,Jhotwara,Regular,Silver,2022-12-07
C00586,Rachit Rout,Male,39.0,Raja Park,Regular,Platinum,2023-02-25
C02165,Hardik Bhavsar,Male,39.0,Bani Park,Regular,Gold,2018-01-25
C01424,Yatan Hari,Male,54.0,Bani Park,Regular,Silver,2021-10-12
C04474,Gabriel Grover,Male,58.0,Bani Park,Regular,Silver,2021-09-14
C05390,Ekaja Gandhi,Female,70.0,Raja Park,Regular,Silver,2025-06-12
C07282,Chakrika Dyal,Female,23.0,Vidyadhar Nagar,Regular,Gold,2019-03-31
C13992,Balendra D’Alia,Male,18.0,Tonk Road,Premium,Platinum,2019-11-16
C11307,Xalak Mistry,Female,45.0,Durgapura,Wholesale,Platinum,2023-09-16
C00381,Bahadurjit Chokshi,Male,35.0,C-Scheme,Regular,Silver,2020-09-20
C00461,Netra Anand,Female,51.0,Bani Park,Premium,Gold,2025-02-15
C03866,Krishna Divan,Female,20.0,Bapu Nagar,Premium,Platinum,2024-01-17
C01819,Kai Korpal,Male,38.0,Sikar Road,Regular,Silver,2024-07-15
C12146,Nidhi Deo,Female,36.0,Durgapura,Regular,Silver,2021-01-16
C13231,Darsh Uppal,Male,29.0,Bani Park,Regular,Platinum,2018-02-12
C13596,Upma Dave,Female,22.0,Bani Park,Wholesale,Silver,2024-08-15
C00601,Rushil Dutt,Male,28.0,Jagatpura,Regular,Gold,2021-03-08
C07071,Frederick Mann,Male,47.0,Vidyadhar Nagar,Regular,Silver,2020-12-17
C06747,Edhitha Gopal,Female,49.0,Vaishali Nagar,Regular,Silver,2021-12-18
C07426,Vyanjana Palla,Female,74.0,Jhotwara,Regular,Gold,2022-02-21
C04608,Gayathri Sampath,Female,19.0,Vidyadhar Nagar,Regular,Gold,2024-05-31
C06746,Anthony Sarna,Male,32.0,Jagatpura,Premium,Platinum,2020-05-19
C14148,Bakhshi Dhillon,Male,22.0,Pratap Nagar,Premium,Gold,2018-12-30
C05872,Amol Nori,Male,40.0,Sodala,Premium,Platinum,2018-09-08
C06136,Upasna Raja,Female,27.0,Raja Park,Regular,Gold,2024-01-08
C13381,Hiral Gara,Female,29.0,Durgapura,Premium,Platinum,2024-08-13
C11115,Aayush Loyal,Male,55.0,Mansarovar,Regular,Silver,2024-05-20
C07906,Manan Pradhan,Male,34.0,Sodala,Regular,Silver,2018-12-15
C04436,Pranit Mall,Male,33.0,C-Scheme,Regular,Silver,2018-12-17
C05019,Faqid Kunda,Male,41.0,Sodala,Regular,Silver,2025-04-25
C00160,Lucky Dass,Male,59.0,Bapu Nagar,Premium,Gold,2025-02-08
C14360,Girik Sankar,Male,47.0,C-Scheme,Regular,Gold,2022-04-02
C11476,Lopa Minhas,Female,37.0,Shyam Nagar,Regular,Gold,2021-01-21
C01382,Rudra Parmer,Male,41.0,Raja Park,Regular,Platinum,2018-03-04
C03224,Anirudh Swamy,Male,18.0,Pratap Nagar,Regular,Silver,2022-06-02
C02196,Anthony Halder,Male,42.0,Vidyadhar Nagar,Regular,Gold,2025-05-04
C08883,Xalak Ray,Female,32.0,Sodala,Regular,Gold,2020-05-31
C14493,Victor Barman,Male,50.0,Malviya Nagar,Regular,Silver,2020-04-16
C08758,Chanchal Ramachandran,Female,39.0,Durgapura,Regular,Silver,2025-02-02
C03532,Netra Sethi,Female,47.0,Jagatpura,Regular,Gold,2021-11-01
C06985,Gaurika Morar,Female,32.0,Pratap Nagar,Regular,Silver,2020-11-11
C11225,Geetika Batra,Female,30.0,Jhotwara,Premium,Silver,2018-03-03
C03811,Anvi Dani,Female,46.0,C-Scheme,Premium,Silver,2020-08-26
C09089,Pooja Date,Female,41.0,Sodala,Premium,Silver,2019-11-30
C12384,Siya Mangal,Female,37.0,Jagatpura,Premium,Platinum,2023-07-22
C12079,Pavani Kala,Female,52.0,Shyam Nagar,Regular,Gold,2024-08-08
C04739,Fitan Ghose,Male,34.0,Jhotwara,Regular,Gold,2024-03-24
C12207,Gaurika Dave,Female,38.0,Jhotwara,Wholesale,Platinum,2025-02-06
C09466,Falak Nagarajan,Female,40.0,Mansarovar,Regular,Platinum,2024-08-14
C05508,Nidra Aurora,Female,58.0,Civil Lines,Regular,Platinum,2021-02-25
C06522,Riya Venkataraman,Female,47.0,Vidyadhar Nagar,Premium,Platinum,2018-01-09
C04897,Nikita Sharaf,Female,51.0,Civil Lines,Premium,Gold,2018-11-13
C01745,Kashish Keer,Female,19.0,Ajmer Road,Regular,Gold,2024-03-28
C03520,Tanveer Chand,Male,23.0,Civil Lines,Regular,Gold,2019-07-10
C08346,Dayamai Gole,Female,47.0,Jagatpura,Regular,Gold,2024-01-29
C14541,Lohit Bahri,Male,52.0,Jagatpura,Regular,Silver,2024-09-05
C14573,Harita Buch,Female,49.0,Tonk Road,Premium,Platinum,2021-04-20
C10304,Abhimanyu Khatri,Male,22.0,Vaishali Nagar,Wholesale,Gold,2021-08-07
C10870,Samar Bhakta,Male,37.0,Vidyadhar Nagar,Regular,Platinum,2025-04-18
C03498,Chandani Bala,Female,35.0,Tonk Road,Regular,Silver,2021-04-24
C03481,David Sekhon,Male,39.0,Vaishali Nagar,Regular,Silver,2024-06-26
C03490,Dalaja Konda,Female,51.0,Jagatpura,Regular,Gold,2025-03-26
C00361,Chameli Nagarajan,Female,51.0,Sikar Road,Regular,Gold,2025-03-13
C10926,Ekalinga Atwal,Male,40.0,Raja Park,Regular,Gold,2023-12-02
C02522,Ronith Balakrishnan,Male,36.0,Jagatpura,Regular,Gold,2025-11-10
C03952,Yuvraj Anne,Male,38.0,Shyam Nagar,Regular,Gold,2018-04-12
C01099,Gunbir Swaminathan,Male,29.0,Bapu Nagar,Wholesale,Platinum,2023-08-21
C01841,Ekbal Joshi,Male,44.0,Bani Park,Regular,Platinum,2022-12-13
C04309,Damini Varkey,Female,41.0,Tonk Road,Regular,Silver,2023-06-01
C09307,Rajata Randhawa,Female,37.0,Ajmer Road,Regular,Silver,2018-07-08
C05379,Deepa Ghose,Female,42.0,C-Scheme,Regular,Silver,2023-05-06
C13839,Timothy Krish,Male,29.0,Tonk Road,Premium,Platinum,2018-04-08
C03267,Upasna Bora,Female,44.0,Sikar Road,Regular,Silver,2022-11-21
C05009,Ijaya Dey,Female,18.0,Shyam Nagar,Regular,Silver,2022-07-12
C10117,Vyanjana Parikh,Female,40.0,Mansarovar,Regular,Platinum,2023-06-14
C12077,Vrinda Lata,Female,64.0,C-Scheme,Premium,Gold,2019-03-02
C07644,Sneha Mandal,Female,53.0,Mansarovar,Regular,Silver,2024-12-05
C12356,Isaac Shah,Male,44.0,Sodala,Regular,Silver,2018-02-20
C12184,Nathan Reddy,Male,18.0,Jagatpura,Regular,Platinum,2021-01-24
C00874,Daniel Kaur,Male,18.0,Ajmer Road,Regular,Silver,2025-03-27
